State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,APC,LP,PDP,NNPP,Local Government Name,Latitude,Longitude,Latitude_rad,Longitude_rad,APC_outlier_score,LP_outlier_score,PDP_outlier_score,NNPP_outlier_score
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU VILLAGE,10-02-01-005,"ABUISI SQUARE, ABUISI",36,378,2,27,7,0,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,5.59375,70.59375,4.1875,0.6875
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU VILLAGE,10-02-01-008,"OMEZI PRIMARY SCHOOL, OLLOH CAMPS",103,722,2,64,28,1,ANIOCHA - SOUTH,6.1814209,6.5302649,0.107886147,0.113974624,4.588235294,15.23529412,3.117647059,0.117647059
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU VILLAGE,10-02-01-009,"ASHINZE PRIMARY SCHOOL, AZAGBA OGWASHI/UMUJEA",181,750,28,140,6,1,ANIOCHA - SOUTH,6.2231454,6.5646703,0.108614377,0.114575111,21.21875,45.9375,5.21875,0.34375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU VILLAGE,10-02-01-010,"AZAGBA JUNCTION SQUARE, AZAGBA JUNCTION",170,972,17,103,32,1,ANIOCHA - SOUTH,6.2559936,6.5976823,0.109187686,0.115151279,,,,
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU VILLAGE,10-02-01-012,"EBITEH PRIMARY SCHOOL, ISAH OGWASHI",271,1331,0,0,0,0,ANIOCHA - SOUTH,6.2180613,6.4961961,0.108525643,0.113380011,,,,
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU VILLAGE,10-02-01-013,"UMUOKWE PRIMARY SCHOOL, ABOH OGWASHI",163,750,15,104,29,4,ANIOCHA - SOUTH,6.1653343,6.5676625,0.107605383,0.114627335,12,68,24,4
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-001,"NWEZE P/S, UMU-UZU/UMU OCHELE",179,843,6,131,29,4,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,1.46875,36.65625,18.5,3.4375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-002,"NWEZE P/S, UMU- OCHELE ISIOKWE",193,750,8,137,29,3,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,0.59375,42.84375,18.5,2.40625
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-003,"OBI - NZEKWU P/S, UMUDEI",121,750,3,106,3,0,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,4.5625,10.875,8.3125,0.6875
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-004,"OBI - NZEKWU P/S, IDUMU OGWUDE",147,838,4,122,11,0,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,3.53125,27.375,0.0625,0.6875
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-005,"ABUANOR P/S, OGBENTI OBI I",192,750,28,141,15,2,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,21.21875,46.96875,4.0625,1.375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-006,"ABUANOR P/S, OGBENTI OBI II",194,916,28,127,15,2,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,21.21875,32.53125,4.0625,1.375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-007,"ABUANOR P/S, OGBENTI OBI III",176,866,21,131,11,0,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,14,36.65625,0.0625,0.6875
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-009,"OGBE-UBU HALL, OGBE - UBU II",149,495,20,83,30,3,ANIOCHA - SOUTH,6.1747319,6.5281771,0.107769402,0.113938185,14.08333333,7.5,6.916666667,2.25
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-010,"IKELEIKE P/S, OGBE OGWUDEI",192,907,27,132,20,0,ANIOCHA - SOUTH,6.1944087,6.5408297,0.108112827,0.114159014,20.875,43.5,10.375,4.375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-011,"IKELEIKE P/S, ISHIEKPE QUARTERS",202,886,6,146,26,3,ANIOCHA - SOUTH,6.1811729,6.5339326,0.107881819,0.114038637,0.352941176,71.58823529,1,2.235294118
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-013,"NGWU P/S, ISIOKWE QUARTERS",194,828,10,145,20,0,ANIOCHA - SOUTH,6.2077958,6.5463156,0.108346476,0.114254761,2.2,44.3,5.7,0.6
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-014,"NGWU P/S, UMULOGAL/IDUMULUBULU",106,505,10,77,10,1,ANIOCHA - SOUTH,6.2231454,6.5646703,0.108614377,0.114575111,2.65625,19.03125,1.09375,0.34375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-015,"NGWU P/S, OGBE ALIO I",180,808,18,129,16,1,ANIOCHA - SOUTH,6.1944087,6.5408297,0.108112827,0.114159014,10.75,40.125,5.875,3.25
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU I,10-02-02-017,AGBODEI CAMP,17,415,1,6,6,0,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,6.625,92.25,5.21875,0.6875
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-001,"ONIHE P/S, AGIDIEHE/IDUMU ODAFE",249,1246,5,210,8,1,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,2.5,118.125,3.15625,0.34375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-002,"ONIHE P/S, OGBE-ONIHE I",201,1043,4,166,18,0,ANIOCHA - SOUTH,6.2077958,6.5463156,0.108346476,0.114254761,4.4,67.4,3.5,0.6
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-003,"ONIHE P/S, OGBE-ONIHE II",154,750,4,132,12,0,ANIOCHA - SOUTH,6.2077958,6.5463156,0.108346476,0.114254761,4.4,30,3.1,0.6
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-004,"ASEI P/S, AGIDIESE I",155,750,6,126,8,1,ANIOCHA - SOUTH,6.2231454,6.5646703,0.108614377,0.114575111,1.46875,31.5,3.15625,0.34375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-005,"ASEI P/S, AGIDIESE II",141,750,3,112,12,0,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,4.5625,17.0625,0.96875,0.6875
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-006,"OGOMA P/S, OGBE-IHEGO",143,844,7,89,0,31,ANIOCHA - SOUTH,6.1944087,6.5408297,0.108112827,0.114159014,1.625,4.875,12.125,30.5
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-007,"OGOMA P/S, UMU-OKWE/OGBE ONICHA",108,598,7,61,14,2,ANIOCHA - SOUTH,6.2077958,6.5463156,0.108346476,0.114254761,1.1,48.1,0.9,1.6
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-008,"OGOMA P/S, OGBE ONICHA II",133,843,6,91,18,1,ANIOCHA - SOUTH,6.2077958,6.5463156,0.108346476,0.114254761,2.2,15.1,3.5,0.5
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-009,"NNABUWA P/S, OGBE-OFU I",148,832,5,125,12,0,ANIOCHA - SOUTH,6.1944087,6.5408297,0.108112827,0.114159014,3.875,35.625,1.375,4.375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-010,"NNABUWA P/S, OGBE-OFU II",156,893,5,130,15,2,ANIOCHA - SOUTH,6.1944087,6.5408297,0.108112827,0.114159014,3.875,41.25,4.75,2.125
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-011,UMU-ONICHA/UMU-OLU/UMUOBAHI,166,983,6,129,17,2,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,1.46875,34.59375,6.125,1.375
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-012,"UMU-NEZE HALL, UMUOKWE I",193,1171,5,115,42,3,ANIOCHA - SOUTH,6.1861329,6.5361961,0.107968387,0.114078143,1.307692308,29.23076923,13.15384615,2.307692308
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-013,"UMU-NEZE HALL, UMUOKWE II",164,1055,1,86,43,0,ANIOCHA - SOUTH,6.1861329,6.5361961,0.107968387,0.114078143,5.615384615,2,14.23076923,0.923076923
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-014,"ANI-NSHI, OGBE AHIOR/OGBE ANI",180,966,10,127,43,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,2.5,62.1875,5.6875,0.729166667
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-015,"ANI-NSHI, UMU-OKWUNI",117,750,6,92,10,0,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,1.46875,3.5625,1.09375,0.6875
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-016,"ANI-NSHI, ASEI/AGIDIESE I",135,776,5,105,16,0,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,2.5,9.84375,5.09375,0.6875
DELTA,ANIOCHA - SOUTH,OGWASHI - UKU II,10-02-03-017,"ANI-NSHI, ASEI/AGIDIESE II",146,948,6,114,9,0,ANIOCHA - SOUTH,6.2220592,6.5662203,0.108595419,0.114602164,1.46875,19.125,2.125,0.6875
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-001,"OGBE-ANI P/S, ONICHA-UKU",131,580,10,85,24,1,ANIOCHA - SOUTH,6.2077958,6.5463156,0.108346476,0.114254761,2.2,21.7,10.1,0.5
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-003,"OGBE-ANI P/S, ANI-OKPE JANET I",120,505,15,110,24,1,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,2.604166667,44.83333333,13.70833333,0.291666667
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-004,"OGBE-ANI P/S, ANI-OKPE JANET II",120,513,11,65,23,2,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,1.479166667,1.104166667,14.72916667,1.3125
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-006,"ILOAKWU P/S, AKWU QUARTERS I",172,739,11,75,24,1,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,0.882352941,11.70588235,12.35294118,0.31372549
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-007,"ILOAKWU P/S, AKWU QUARTERS II",127,587,12,67,20,3,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,0.137254902,3.549019608,16.43137255,2.352941176
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-010,"ISHE P/S, ISHE QUARTERS III",120,553,6,78,29,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,5.980392157,14.76470588,7.254901961,0.705882353
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-011,"ANIOMA SQUARE, ANIOMA QUARTERS",11,96,0,0,11,0,ANIOCHA - SOUTH,6.2047752,6.725791,0.108293757,0.117387198,4.75,164.875,0.375,0.875
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-012,"ABUGBA SQUARE, ABUGBA",22,131,1,5,16,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,11.07843137,59.66666667,20.50980392,0.705882353
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-013,"AKWU HALL, AKWU QUARTERS",98,514,15,60,17,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,3.196078431,3.588235294,19.49019608,0.705882353
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-014,"UBULU P/S, AGBONTA I",201,981,10,127,43,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,1.901960784,64.7254902,7.019607843,0.705882353
DELTA,ANIOCHA - SOUTH,UBULU - UKU I,10-02-04-015,"UBULU P/S, AGBONTA II",170,780,7,109,40,3,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,4.960784314,46.37254902,3.960784314,2.352941176
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-001,"AKPAMA VILLAGE, AKPAMA/IDUMUBO",117,474,12,58,42,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,0.458333333,8.25,4.666666667,0.729166667
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-002,"AKPAMA VILLAGE, IDUMUBO",126,575,13,66,25,1,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,0.5625,0.083333333,12.6875,0.291666667
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-003,"IDEGWU P/S, OGBEGE/UDU I",149,439,6,80,25,4,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,5.980392157,16.80392157,11.33333333,3.37254902
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-005,"IDEGWU P/S, OGBEGE/UDU III",200,699,11,120,36,2,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,0.882352941,57.58823529,0.117647059,1.333333333
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-006,"ABUEDO P/S, OSIGBUDU/ABUADO I",168,587,17,97,45,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,5.235294118,34.1372549,9.058823529,0.705882353
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-008,"ABUEDO P/S, OSIGBUDU/ABUADO III",73,701,8,82,32,3,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,3.941176471,18.84313725,4.196078431,2.352941176
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-009,"ABUEDO P/S, OSIGBUDU/ABUADO IV",100,310,9,61,20,1,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,2.921568627,2.568627451,16.43137255,0.31372549
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-011,"UBULU II P/S, IDUMUOSUMA",149,755,3,90,19,2,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,9.039215686,27,17.45098039,1.333333333
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-012,"ANIFEKEDE P/S, ANIFEKADE",29,139,1,6,19,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,11.07843137,58.64705882,17.45098039,0.705882353
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-013,"NEAR VILLAGE HEAD CAMP, ANIUJA",38,125,2,3,32,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,10.05882353,61.70588235,4.196078431,0.705882353
DELTA,ANIOCHA - SOUTH,UBULU - UKU II,10-02-05-014,"ST. ANTHONY'S COLLEGE, ENUGU-IYI",156,697,28,99,28,14,ANIOCHA - SOUTH,6.2455294,6.4313766,0.109005052,0.112248697,22,33,11,14
DELTA,ANIOCHA - SOUTH,UBULU - UNOR,10-02-06-001,"ANIOBODO PRIMARY SCHOOL, ANIOSHEI/AGBUDU I",100,386,8,57,19,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,4.541666667,9.270833333,18.8125,0.729166667
DELTA,ANIOCHA - SOUTH,UBULU - UNOR,10-02-06-002,"ANIOBODO PRIMARY SCHOOL, ANIOSHEI/AGBUDU II",191,732,16,94,69,2,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,3.625,28.5,32.22916667,1.3125
DELTA,ANIOCHA - SOUTH,UBULU - UNOR,10-02-06-003,"ANIOBODO PRIMARY SCHOOL, ANIOSHEI/AGBUDU III",202,768,10,117,59,1,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,2.5,51.97916667,22.02083333,0.291666667
DELTA,ANIOCHA - SOUTH,UBULU - UNOR,10-02-06-004,"ETITI AMAKA PRIMARY SCHOOL, UMUATE/UBULU UGBO I",240,799,4,105,100,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,8.625,39.72916667,63.875,0.729166667
DELTA,ANIOCHA - SOUTH,UBULU - UNOR,10-02-06-005,"ETITI AMAKA PRIMARY SCHOOL, UMUATE/UBULU UGBO II",195,680,6,74,84,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,5.980392157,10.68627451,48.82352941,0.705882353
DELTA,ANIOCHA - SOUTH,UBULU - UNOR,10-02-06-006,"ETITI AMAKA PRIMARY SCHOOL, UMUATE/UBULU UGBO III",256,859,21,112,83,2,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,9.31372549,49.43137255,47.80392157,1.333333333
DELTA,ANIOCHA - SOUTH,UBULU - UNOR,10-02-06-007,"ETITI AMAKA PRIMARY SCHOOL, UMUATE/UBULU UGBO IV",161,592,3,60,64,1,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,9.039215686,3.588235294,28.43137255,0.31372549
DELTA,ANIOCHA - SOUTH,UBULU - UNOR,10-02-06-009,"ASHABA UBULU PRIMARY SCHOOL, ASHABA UBULU II",20,116,8,9,0,0,ANIOCHA - SOUTH,6.1124413,6.421786,0.106682226,0.11208131,,,,
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-001,"ENEDE I PRIMARY SCHOOL, IKOKOGBE I",147,474,7,92,29,0,ANIOCHA - SOUTH,6.017151,6.442432,0.105019097,0.11244165,7,40.25,3.666666667,0.416666667
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-002,"ENEDE I PRIMARY SCHOOL, IKOKOGBE II",170,615,14,89,36,1,ANIOCHA - SOUTH,6.017151,6.442432,0.105019097,0.11244165,0.583333333,37,11.25,0.666666667
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-003,"COMMUNITY HALL, UNUOMA QUARTERS",90,317,2,54,32,0,ANIOCHA - SOUTH,6.3177125,6.4839814,0.110264884,0.113166824,6,22.66666667,16.33333333,0
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-006,"OBI EZEAMAKA PRIMARY SCHOOL, OKENU/OGBE ONICHA I",177,630,10,107,49,0,ANIOCHA - SOUTH,6.0208941,6.4447533,0.105084426,0.112482165,3.75,56.5,25.33333333,0.416666667
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-007,"OBI EZEAMAKA PRIMARY SCHOOL, OKENU/OGBE ONICHA II",146,461,7,57,51,0,ANIOCHA - SOUTH,6.0208941,6.4447533,0.105084426,0.112482165,7,2.333333333,27.5,0.416666667
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-008,"PALACE HALL, IKOKOGBE QUARTERS",229,867,11,106,92,0,ANIOCHA - SOUTH,6.3655586,6.4014442,0.111099956,0.111726278,,,,
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-009,"MILL GATE, JPC QUARTERS",92,293,4,63,18,0,ANIOCHA - SOUTH,6.1825095,6.53571,0.107905147,0.114069658,1.625,16.0625,7.1875,0.8125
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-010,"QUARTER THREE, JPC QUARTERS",50,264,3,31,10,0,ANIOCHA - SOUTH,6.3177125,6.4839814,0.110264884,0.113166824,4.666666667,8,13,0
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-011,"OGIDI PRIMARY SCHOOL, OGIDI",27,132,1,13,6,0,ANIOCHA - SOUTH,6.0208941,6.4447533,0.105084426,0.112482165,13.5,45.33333333,21.25,0.416666667
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-012,"AZAMU PRIMARY SCHOOL, AZAMU NSUKWA",44,389,3,29,5,0,ANIOCHA - SOUTH,6.0208941,6.4447533,0.105084426,0.112482165,11.33333333,28,22.33333333,0.416666667
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-013,"OKELIE PRIMARY SCHOOL,OKENU/OGBU UTU I",144,607,26,65,45,1,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,13.83333333,1.104166667,7.729166667,0.291666667
DELTA,ANIOCHA - SOUTH,NSUKWA,10-02-07-014,"OKELIE PRIMARY SCHOOL,OKENU/OGBU UTU II",120,580,18,49,41,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,5.666666667,17.4375,3.645833333,0.729166667
DELTA,ANIOCHA - SOUTH,EJEME,10-02-08-002,"ANIOGOR PRIMARY SCHOOL, UMUJEME II",169,865,24,59,53,1,ANIOCHA - SOUTH,6.0143881,6.3598981,0.104970875,0.111001162,14,5,12,1
DELTA,ANIOCHA - SOUTH,EJEME,10-02-08-003,"ANIOGOR PRIMARY SCHOOL, UMUJEME III",159,750,10,64,65,2,ANIOCHA - SOUTH,6.0143881,6.3598981,0.104970875,0.111001162,14,5,12,1
DELTA,ANIOCHA - SOUTH,EJEME,10-02-08-004,"DUGBO PRIMARY SCHOOL, OBI DUGBO",94,576,20,30,37,0,ANIOCHA - SOUTH,6.0208941,6.4447533,0.105084426,0.112482165,7.083333333,26.91666667,12.33333333,0.416666667
DELTA,ANIOCHA - SOUTH,EJEME,10-02-08-005,"ADOFI PRIMARY SCHOOL, UMUOKPALE I",159,763,0,0,0,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,12.09803922,64.76470588,36.82352941,0.705882353
DELTA,ANIOCHA - SOUTH,EJEME,10-02-08-006,"ADOFI PRIMARY SCHOOL, UMUOKPALE II",89,447,10,29,30,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,1.901960784,35.19607843,6.235294118,0.705882353
DELTA,ANIOCHA - SOUTH,EJEME,10-02-08-008,"ILLOH PRIMARY SCHOOL, OGBE-OBI/AKWU QUARTERS II",154,725,28,92,19,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,15.875,26.45833333,18.8125,0.729166667
DELTA,ANIOCHA - SOUTH,EJEME,10-02-08-009,"ILLOH PRIMARY SCHOOL, OLENE ALUNELIE",106,523,18,77,8,1,ANIOCHA - SOUTH,6.1139316,6.3513118,0.106708237,0.110851303,,,,
DELTA,ANIOCHA - SOUTH,EJEME,10-02-08-010,"OBI EGBUDU PRIMARY SCHOOL, ANIEFUNE",55,351,9,9,30,0,ANIOCHA - SOUTH,6.1211084,6.3650932,0.106833495,0.111091834,,,,
DELTA,ANIOCHA - SOUTH,ISHEAGU-EWULU,10-02-09-001,"UMUOMI PRIMARY SCHOOL, OGBE ACHI/OGBE ANI/OSE I",123,462,4,59,46,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,8.625,7.229166667,8.75,0.729166667
DELTA,ANIOCHA - SOUTH,ISHEAGU-EWULU,10-02-09-002,"UMUOMI PRIMARY SCHOOL, OGBE ACHI/OGBE ANI/OSE II",106,325,8,40,50,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,4.541666667,26.625,12.83333333,0.729166667
DELTA,ANIOCHA - SOUTH,ISHEAGU-EWULU,10-02-09-003,"ISHE PRIMARY SCHOOL, OGBE ANI",88,349,16,22,47,0,ANIOCHA - SOUTH,6.1814209,6.5302649,0.107886147,0.113974624,10.23529412,59.70588235,23.23529412,0.941176471
DELTA,ANIOCHA - SOUTH,ISHEAGU-EWULU,10-02-09-004,"ISHE PRIMARY SCHOOL, OGBE ACHI",73,257,9,33,30,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,3.520833333,33.77083333,7.583333333,0.729166667
DELTA,ANIOCHA - SOUTH,ISHEAGU-EWULU,10-02-09-005,"IDUMU ELE SQUARE, IDUMU ELE I",69,257,12,22,31,0,ANIOCHA - SOUTH,6.2588004,6.5577155,0.109236674,0.114453727,0.25,12.5,3.25,0.5
DELTA,ANIOCHA - SOUTH,ISHEAGU-EWULU,10-02-09-006,"IDUMU ELE SQUARE, IDUMU ELE II",123,491,23,37,57,1,ANIOCHA - SOUTH,6.2588004,6.5577155,0.109236674,0.114453727,13.5,6.25,35.75,0.75
DELTA,ANIOCHA - SOUTH,ISHEAGU-EWULU,10-02-09-009,"UMUEZE/UMUOMAH SQUARE, UMUEZE/UMUOMAH",163,731,19,71,58,1,ANIOCHA - SOUTH,6.1910364,6.7266541,0.108053969,0.117402262,8.25,223.75,48.75,50
DELTA,ANIOCHA - SOUTH,ISHEAGU-EWULU,10-02-09-010,"ISIKITI PRIMARY SCHOOL, ISIKITI/UMUOCHI I",92,356,7,39,45,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,4.960784314,25,9.058823529,0.705882353
DELTA,ANIOCHA - SOUTH,ISHEAGU-EWULU,10-02-09-011,"ISIKITI PRIMARY SCHOOL, ISIKITI/UMUOCHI II",139,603,8,65,56,0,ANIOCHA - SOUTH,6.2341199,6.4476442,0.108805918,0.11253262,3.941176471,1.509803922,20.2745098,0.705882353
DELTA,ANIOCHA - SOUTH,ABA - UNOR,10-02-10-001,"ANIGE PRIMARY SCHOOL, IKOKOGBE I",112,643,17,54,28,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,4.645833333,12.33333333,9.625,0.729166667
DELTA,ANIOCHA - SOUTH,ABA - UNOR,10-02-10-002,"ANIGE PRIMARY SCHOOL, IKOKOGBE II",113,369,15,58,24,0,ANIOCHA - SOUTH,6.239476,6.442044,0.1088994,0.112434878,2.604166667,8.25,13.70833333,0.729166667
DELTA,ANIOCHA - SOUTH,ABA - UNOR,10-02-10-003,"IDUMU OKETE STREET, IDUMU OKETE",80,307,19,28,30,0,ANIOCHA - SOUTH,6.2588004,6.5577155,0.109236674,0.114453727,8.5,5,2,0.5
DELTA,ANIOCHA - SOUTH,ABA - UNOR,10-02-10-004,"IMEANI STREET, IMEANI",143,678,21,63,37,0,ANIOCHA - SOUTH,6.3177125,6.4839814,0.110264884,0.113166824,19.33333333,34.66666667,23,0
DELTA,ANIOCHA - SOUTH,ABA - UNOR,10-02-10-005,"IGWE PRIMARY SCHOOL, UMUOGBE",141,478,19,68,39,0,ANIOCHA - SOUTH,6.044981,6.4879302,0.105504822,0.113235744,15,8,16,0
DELTA,ANIOCHA - SOUTH,ABA - UNOR,10-02-10-006,"IGWE PRIMARY SCHOOL, UMUCHI",106,445,4,60,23,0,ANIOCHA - SOUTH,6.044981,6.4879302,0.105504822,0.113235744,15,8,16,0
DELTA,ANIOCHA - SOUTH,ABA - UNOR,10-02-10-009,"ULOGWE PRIMARY SCHOOL, UMUTE I",84,383,2,71,10,0,ANIOCHA - SOUTH,6.032461,6.465385,0.105286306,0.112842256,2,5,1,0
DELTA,ANIOCHA - SOUTH,ABA - UNOR,10-02-10-010,"ULOGWE PRIMARY SCHOOL, UMUTE II",84,343,0,66,11,0,ANIOCHA - SOUTH,6.032461,6.465385,0.105286306,0.112842256,2,5,1,0
